Main Holding Name,Main Holding Key,Holding Name,Holding Key,International Sector Key,International Sector Description,International Department Key,International Department Description,Group Class Key - Description,Class Key - Description,Brand Name,Statut d'Appartenance verifié,Date d'ajout,Secteur d'activité,Département,À VÉRIFIER
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,MINIS MIX,NON,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,MARS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,140 - COFFEE/CHICORY/TEA,1406 - DOLCE GUSTO SYSTEM CAPS,MILKY WAY,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,146 - OILS/SEASONING/SAUCES,1466 - HOT SAUCES,UNCLE BENS,OK,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),152 - DAIRY,1521 - FLAVOURED MILK,TWIX,OK,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),151 - CHILLED FRESH FOODS,1514 - DRINKING YOGURTS/SNACKS,MARS,OK,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),152 - DAIRY,1521 - FLAVOURED MILK,M&M'S,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,BE KIND,NON,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),152 - DAIRY,1521 - FLAVOURED MILK,BOUNTY,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,149 - ETHNIC PRODUCTS,1490 - ASIA/OCEANIA,UNCLE BENS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1422 - CHOCOLATE BARS,BALISTO,OK,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),152 - DAIRY,1521 - FLAVOURED MILK,MILKY WAY,OK,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),152 - DAIRY,1521 - FLAVOURED MILK,MALTESERS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,SNICKERS,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,146 - OILS/SEASONING/SAUCES,1465 - COLD SAUCES,UNCLE BENS,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,130 - CAT,1300 - CAT FOOD,CRAVE,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,143 - DESSERTS/BAKING INGREDIENTS,1437 - SPREADS/CREAMS OF CHESTNUT,M&M'S,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,131 - DOG,1310 - DOG FOOD,PERFECT FIT,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,FIVE,NON,,,,
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),151 - CHILLED FRESH FOODS,1514 - DRINKING YOGURTS/SNACKS,MILKY WAY,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,143 - DESSERTS/BAKING INGREDIENTS,1437 - SPREADS/CREAMS OF CHESTNUT,BOUNTY,OK,,,,
MARS,401,MARS,401,1,FMCG,13,PET CARE,131 - DOG,1310 - DOG FOOD,ROYAL CANIN,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,FREEDENT,OK,,,,
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,BE KIND,NON,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,HOLLYWOOD,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,MENTOS,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,CHUPA CHUPS LOLLIPOP,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,MENTOS,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,LA VOSGIENNE,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,FRISK,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,STIMOROL,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1443 - PUFFED/EXTRUDED SNACKS,CACHOU,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,144 - SNACKS,1420 - CONFECTIONERY,CHUPA CHUPS LOLLIPOP,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,LOOK O LOOK,NON,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1031 - OTHER CARBONATED DRINKS,PERFETTI,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,10,LIQUIDS,103 - CARBONATED SOFT DRINKS,1420 - CONFECTIONERY,CHUPA CHUPS LOLLIPOP,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,FRUITELLA,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,V6,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,BAZOOKA,NON,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,GOLIA,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,PERFETTI,OK,,,,
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,,VAN MELLE,OK,,,,
FRONERI,,,,,,,,,,La Laitière,OK,2025-05-26,FMCG,Liquides,
FRONERI,,,,,,,,,,Smarties,OK,2025-05-26,FMCG,Liquides,
FRONERI,,,,,,,,,,Milka,OK,2025-05-26,FMCG,Liquides,
FRONERI,,,,,,,,,,Daim,OK,2025-05-26,FMCG,Liquides,
FRONERI,,,,,,,,,,Toblerone,OK,2025-05-26,FMCG,Liquides,
FRONERI,,,,,,,,,,Flipi,OK,2025-05-26,FMCG,Liquides,
FRONERI,,,,,,,,,,MDD,OK,2025-05-26,FMCG,Liquides,
FRONERI,,,,,,,,,,Poulain,OK,2025-05-26,FMCG,Alimentaire,
FRONERI,,,,,,,,,,Carambar,OK,2025-05-26,FMCG,Alimentaire,
FRONERI,,,,,,,,,,Scooby Doo,OK,2025-05-26,FMCG,Alimentaire,
FRONERI,,,,,,,,,,Haagen Dazs,OK,2025-05-26,FMCG,Liquides,
FRONERI,,,,,,,,,,Drumstick,OK,2025-05-26,FMCG,Liquides,
FRONERI,,,,,,,,,,Outshine,OK,2025-05-26,FMCG,Liquides,
FRONERI,,,,,,,,,,Nestlé,OK,2025-05-26,FMCG,Liquides,
LASCAD,,,,,,,,,,La Provençale bio,OK,2025-05-26,FMCG,Alimentaire,
MARS,,,,,,,,,,Ben's Original,OK,2025-05-26,FMCG,Alimentaire,
MARS,,,,,,,,,,Waltham Center for Pet Nutrition,OK,2025-05-26,Healthcare,Alimentaire,
MARS,,,,,,,,,,AniCura,OK,2025-05-26,Healthcare,Alimentaire,
MARS,,,,,,,,,,Wisdom Panel,OK,2025-05-26,Healthcare,Alimentaire,
MARS,,,,,,,,,,VCA,OK,2025-05-26,Healthcare,Alimentaire,
MARS,,,,,,,,,,Catisfactions,OK,2025-05-26,Healthcare,Alimentaire,
PERFETTI,,,,,,,,,,Chupa Chups,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Smint,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Fruit-tella,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Brooklyn,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Happydent,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Vivident,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Daygum,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Vigorsol,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Big Babol,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Airheads,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Trident,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Dentyne,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Chiclets,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Bubbaloo,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Bubblicious,OK,2025-05-26,FMCG,Alimentaire,
PERFETTI,,,,,,,,,,Cachou Lajaunie,OK,2025-05-26,FMCG,Alimentaire,
